region,date,cases,7_day_rolling_cases,7_day_average_hospitalised,7_day_average_ICU,7_day_average_cases
NSW,2022-04-28,13771.0,11831.0,1658.0,67.0,11831.0
WA,2022-04-28,8889.0,7464.0,246.0,8.0,7464.0
VIC,2022-04-28,10427.0,8962.0,445.0,33.0,8962.0
AUS,2022-04-28,47430.0,40661.0,,,
ACT,2022-04-28,1149.0,911.0,63.0,3.0,911.0
NSW,2022-04-29,11903.0,11348.0,1660.0,67.0,11348.0
QLD,2022-04-29,4477.0,5741.0,489.0,13.0,5741.0
NT,2022-04-29,418.0,417.0,50.0,1.0,417.0
SA,2022-04-29,3924.0,3632.0,243.0,11.0,3632.0
AUS,2022-04-29,42085.0,39689.0,,,
ACT,2022-04-29,1072.0,916.0,64.0,3.0,916.0
TAS,2022-04-29,1091.0,1070.0,42.0,1.0,1070.0
VIC,2022-04-29,11083.0,9197.0,445.0,33.0,9197.0
WA,2022-04-29,8117.0,7370.0,243.0,8.0,7370.0
NT,2022-04-30,356.0,397.0,49.0,1.0,397.0
TAS,2022-04-30,1054.0,1047.0,41.0,2.0,1047.0
NSW,2022-04-30,11709.0,11216.0,1661.0,69.0,11216.0
AUS,2022-04-30,39743.0,39387.0,,,
WA,2022-04-30,6829.0,7237.0,241.0,8.0,7237.0
VIC,2022-04-30,9064.0,9331.0,444.0,33.0,9331.0
SA,2022-04-30,3907.0,3696.0,245.0,11.0,3696.0
QLD,2022-04-30,5885.0,5551.0,482.0,12.0,5551.0
ACT,2022-04-30,939.0,911.0,66.0,3.0,911.0
WA,2022-05-01,5551.0,7161.0,238.0,8.0,7161.0
SA,2022-05-01,3070.0,3733.0,241.0,12.0,3733.0
NSW,2022-05-01,9303.0,10958.0,1663.0,70.0,10958.0
QLD,2022-05-01,5333.0,5614.0,478.0,12.0,5614.0
NT,2022-05-01,263.0,392.0,49.0,1.0,392.0
TAS,2022-05-01,816.0,1030.0,40.0,2.0,1030.0
VIC,2022-05-01,7654.0,9410.0,444.0,32.0,9410.0
AUS,2022-05-01,32813.0,39223.0,,,
ACT,2022-05-01,823.0,925.0,67.0,3.0,925.0
NT,2022-05-02,231.0,379.0,48.0,1.0,379.0
QLD,2022-05-02,4647.0,5721.0,482.0,12.0,5721.0
WA,2022-05-02,5847.0,7191.0,238.0,7.0,7191.0
AUS,2022-05-02,31397.0,39395.0,,,
TAS,2022-05-02,899.0,1034.0,41.0,2.0,1034.0
ACT,2022-05-02,798.0,944.0,68.0,3.0,944.0
SA,2022-05-02,3143.0,3728.0,243.0,13.0,3728.0
VIC,2022-05-02,8109.0,9477.0,446.0,32.0,9477.0
NSW,2022-05-02,7723.0,10921.0,1667.0,71.0,10921.0
TAS,2022-05-03,1094.0,1054.0,42.0,2.0,1054.0
WA,2022-05-03,7929.0,7365.0,238.0,7.0,7365.0
NSW,2022-05-03,9656.0,10893.0,1641.0,72.0,10893.0
ACT,2022-05-03,1027.0,972.0,67.0,3.0,972.0
QLD,2022-05-03,5207.0,5731.0,479.0,12.0,5731.0
VIC,2022-05-03,10184.0,9608.0,450.0,30.0,9608.0
SA,2022-05-03,3215.0,3693.0,239.0,14.0,3693.0
NT,2022-05-03,311.0,376.0,47.0,1.0,376.0
AUS,2022-05-03,38623.0,39691.0,,,
NT,2022-05-04,383.0,357.0,44.0,1.0,357.0
QLD,2022-05-04,7668.0,5848.0,476.0,14.0,5848.0
SA,2022-05-04,3591.0,3512.0,235.0,14.0,3512.0
VIC,2022-05-04,10779.0,9614.0,453.0,29.0,9614.0
ACT,2022-05-04,1080.0,984.0,67.0,3.0,984.0
WA,2022-05-04,9782.0,7563.0,237.0,7.0,7563.0
TAS,2022-05-04,1073.0,1033.0,44.0,2.0,1033.0
AUS,2022-05-04,46295.0,39769.0,,,
NSW,2022-05-04,11939.0,10858.0,1607.0,71.0,10858.0
VIC,2022-05-05,11596.0,9781.0,459.0,29.0,9781.0
WA,2022-05-05,10182.0,7748.0,241.0,7.0,7748.0
TAS,2022-05-05,1081.0,1015.0,45.0,3.0,1015.0
NT,2022-05-05,430.0,342.0,43.0,1.0,342.0
AUS,2022-05-05,54842.0,40828.0,,,
ACT,2022-05-05,1085.0,975.0,67.0,3.0,975.0
SA,2022-05-05,3894.0,3535.0,232.0,14.0,3535.0
NSW,2022-05-05,18529.0,11537.0,1583.0,69.0,11537.0
QLD,2022-05-05,8045.0,5895.0,471.0,14.0,5895.0
QLD,2022-05-06,7040.0,6261.0,467.0,14.0,6261.0
SA,2022-05-06,2874.0,3385.0,232.0,14.0,3385.0
VIC,2022-05-06,10305.0,9670.0,470.0,28.0,9670.0
WA,2022-05-06,9328.0,7921.0,247.0,8.0,7921.0
TAS,2022-05-06,1107.0,1018.0,46.0,2.0,1018.0
NT,2022-05-06,366.0,334.0,42.0,1.0,334.0
NSW,2022-05-06,10995.0,11408.0,1562.0,67.0,11408.0
AUS,2022-05-06,43068.0,40969.0,,,
ACT,2022-05-06,1053.0,972.0,67.0,4.0,972.0
QLD,2022-05-07,6662.0,6372.0,465.0,15.0,6372.0
TAS,2022-05-07,903.0,996.0,47.0,2.0,996.0
SA,2022-05-07,3304.0,3299.0,227.0,13.0,3299.0
AUS,2022-05-07,42410.0,41350.0,,,
NT,2022-05-07,287.0,324.0,41.0,1.0,324.0
NSW,2022-05-07,11671.0,11402.0,1542.0,65.0,11402.0
ACT,2022-05-07,975.0,977.0,67.0,4.0,977.0
VIC,2022-05-07,9365.0,9713.0,477.0,29.0,9713.0
WA,2022-05-07,9243.0,8266.0,253.0,9.0,8266.0
AUS,2022-05-08,35663.0,41757.0,,,
NT,2022-05-08,213.0,317.0,39.0,1.0,317.0
TAS,2022-05-08,819.0,997.0,47.0,2.0,997.0
ACT,2022-05-08,788.0,972.0,68.0,4.0,972.0
WA,2022-05-08,8747.0,8723.0,261.0,9.0,8723.0
QLD,2022-05-08,4673.0,6277.0,462.0,14.0,6277.0
VIC,2022-05-08,8744.0,9869.0,484.0,30.0,9869.0
NSW,2022-05-08,8891.0,11343.0,1527.0,63.0,11343.0
SA,2022-05-08,2788.0,3258.0,225.0,12.0,3258.0
SA,2022-05-09,2984.0,3236.0,221.0,12.0,3236.0
VIC,2022-05-09,10031.0,10143.0,489.0,32.0,10143.0
WA,2022-05-09,10394.0,9372.0,267.0,9.0,9372.0
NT,2022-05-09,191.0,312.0,39.0,0.0,312.0
NSW,2022-05-09,7793.0,11353.0,1512.0,60.0,11353.0
TAS,2022-05-09,839.0,988.0,47.0,2.0,988.0
AUS,2022-05-09,37794.0,42671.0,,,
QLD,2022-05-09,4750.0,6292.0,460.0,14.0,6292.0
ACT,2022-05-09,812.0,974.0,69.0,4.0,974.0
WA,2022-05-10,12390.0,10009.0,272.0,9.0,10009.0
QLD,2022-05-10,6566.0,6486.0,458.0,14.0,6486.0
SA,2022-05-10,3683.0,3303.0,220.0,10.0,3303.0
NT,2022-05-10,327.0,314.0,38.0,0.0,314.0
VIC,2022-05-10,12722.0,10506.0,495.0,34.0,10506.0
TAS,2022-05-10,1019.0,977.0,46.0,2.0,977.0
ACT,2022-05-10,987.0,969.0,70.0,4.0,969.0
NSW,2022-05-10,10321.0,11448.0,1516.0,58.0,11448.0
AUS,2022-05-10,48015.0,44012.0,,,
TAS,2022-05-11,1052.0,974.0,45.0,2.0,974.0
NT,2022-05-11,339.0,308.0,37.0,0.0,308.0
NSW,2022-05-11,12265.0,11495.0,1507.0,55.0,11495.0
QLD,2022-05-11,7427.0,6452.0,452.0,13.0,6452.0
WA,2022-05-11,17033.0,11045.0,277.0,8.0,11045.0
AUS,2022-05-11,57630.0,45632.0,,,
VIC,2022-05-11,13973.0,10962.0,503.0,35.0,10962.0
SA,2022-05-11,4299.0,3404.0,221.0,9.0,3404.0
ACT,2022-05-11,1242.0,992.0,72.0,4.0,992.0
AUS,2022-05-12,58073.0,46093.0,,,
QLD,2022-05-12,7271.0,6341.0,448.0,14.0,6341.0
NSW,2022-05-12,12600.0,10648.0,1489.0,54.0,10648.0
TAS,2022-05-12,1056.0,971.0,45.0,1.0,971.0
WA,2022-05-12,16670.0,11972.0,277.0,8.0,11972.0
VIC,2022-05-12,14333.0,11353.0,511.0,35.0,11353.0
SA,2022-05-12,4696.0,3518.0,220.0,9.0,3518.0
ACT,2022-05-12,1132.0,998.0,72.0,5.0,998.0
NT,2022-05-12,315.0,291.0,34.0,0.0,291.0
ACT,2022-05-13,1217.0,1022.0,73.0,4.0,1022.0
TAS,2022-05-13,1116.0,972.0,44.0,1.0,972.0
WA,2022-05-13,15565.0,12863.0,279.0,9.0,12863.0
VIC,2022-05-13,13181.0,11764.0,509.0,34.0,11764.0
NSW,2022-05-13,12020.0,10794.0,1475.0,55.0,10794.0
NT,2022-05-13,288.0,280.0,30.0,0.0,280.0
AUS,2022-05-13,54558.0,47735.0,,,
QLD,2022-05-13,6555.0,6272.0,440.0,13.0,6272.0
SA,2022-05-13,4616.0,3767.0,221.0,9.0,3767.0
NSW,2022-05-14,10954.0,10692.0,1460.0,55.0,10692.0
QLD,2022-05-14,6130.0,6196.0,434.0,13.0,6196.0
NT,2022-05-14,278.0,279.0,27.0,0.0,279.0
VIC,2022-05-14,12160.0,12163.0,513.0,32.0,12163.0
WA,2022-05-14,12537.0,13334.0,279.0,9.0,13334.0
AUS,2022-05-14,47747.0,48497.0,,,
SA,2022-05-14,3816.0,3840.0,222.0,9.0,3840.0
ACT,2022-05-14,1001.0,1026.0,74.0,5.0,1026.0
TAS,2022-05-14,871.0,967.0,43.0,1.0,967.0
WA,2022-05-15,12537.0,13875.0,279.0,9.0,13875.0
NT,2022-05-15,229.0,281.0,24.0,0.0,281.0
NSW,2022-05-15,9036.0,10713.0,1442.0,56.0,10713.0
QLD,2022-05-15,4812.0,6216.0,433.0,14.0,6216.0
ACT,2022-05-15,885.0,1039.0,74.0,5.0,1039.0
TAS,2022-05-15,871.0,975.0,42.0,1.0,975.0
SA,2022-05-15,3796.0,3984.0,224.0,9.0,3984.0
AUS,2022-05-15,42363.0,49454.0,,,
VIC,2022-05-15,10197.0,12371.0,519.0,31.0,12371.0
AUS,2022-05-16,42088.0,50068.0,,,
NSW,2022-05-16,8286.0,10783.0,1426.0,57.0,10783.0
VIC,2022-05-16,11467.0,12576.0,524.0,29.0,12576.0
TAS,2022-05-16,851.0,977.0,42.0,1.0,977.0
QLD,2022-05-16,4686.0,6207.0,432.0,14.0,6207.0
NT,2022-05-16,253.0,290.0,22.0,0.0,290.0
SA,2022-05-16,3392.0,4043.0,227.0,8.0,4043.0
WA,2022-05-16,12266.0,14143.0,284.0,10.0,14143.0
ACT,2022-05-16,887.0,1050.0,74.0,5.0,1050.0
NT,2022-05-17,347.0,293.0,20.0,1.0,293.0
TAS,2022-05-17,1210.0,1004.0,42.0,1.0,1004.0
WA,2022-05-17,15674.0,14612.0,289.0,10.0,14612.0
AUS,2022-05-17,53069.0,50790.0,,,
QLD,2022-05-17,6270.0,6164.0,437.0,14.0,6164.0
NSW,2022-05-17,10972.0,10876.0,1412.0,58.0,10876.0
SA,2022-05-17,3773.0,4055.0,230.0,8.0,4055.0
ACT,2022-05-17,1129.0,1070.0,75.0,5.0,1070.0
VIC,2022-05-17,13694.0,12715.0,523.0,29.0,12715.0
AUS,2022-05-18,56553.0,50636.0,,,
WA,2022-05-18,16253.0,14500.0,297.0,11.0,14500.0
TAS,2022-05-18,1179.0,1022.0,41.0,1.0,1022.0
ACT,2022-05-18,1098.0,1050.0,75.0,5.0,1050.0
NSW,2022-05-18,12297.0,10881.0,1404.0,59.0,10881.0
NT,2022-05-18,352.0,295.0,20.0,1.0,295.0
QLD,2022-05-18,7082.0,6115.0,445.0,15.0,6115.0
SA,2022-05-18,4072.0,4023.0,233.0,9.0,4023.0
VIC,2022-05-18,14220.0,12750.0,520.0,28.0,12750.0
SA,2022-05-19,4395.0,3980.0,238.0,9.0,3980.0
WA,2022-05-19,17105.0,14562.0,300.0,11.0,14562.0
QLD,2022-05-19,6448.0,5998.0,453.0,14.0,5998.0
NT,2022-05-19,289.0,291.0,21.0,1.0,291.0
NSW,2022-05-19,10964.0,10647.0,1387.0,58.0,10647.0
AUS,2022-05-19,54468.0,50121.0,,,
VIC,2022-05-19,13201.0,12589.0,515.0,29.0,12589.0
TAS,2022-05-19,1069.0,1024.0,41.0,1.0,1024.0
ACT,2022-05-19,997.0,1031.0,76.0,5.0,1031.0
AUS,2022-05-20,50205.0,49499.0,,,
VIC,2022-05-20,12556.0,12499.0,519.0,30.0,12499.0
QLD,2022-05-20,6220.0,5950.0,463.0,14.0,5950.0
NSW,2022-05-20,10084.0,10370.0,1362.0,55.0,10370.0
ACT,2022-05-20,963.0,994.0,77.0,5.0,994.0
SA,2022-05-20,3901.0,3878.0,236.0,10.0,3878.0
TAS,2022-05-20,985.0,1005.0,42.0,1.0,1005.0
WA,2022-05-20,15205.0,14511.0,304.0,11.0,14511.0
NT,2022-05-20,291.0,291.0,22.0,2.0,291.0
ACT,2022-05-21,859.0,974.0,80.0,4.0,974.0
SA,2022-05-21,3225.0,3793.0,236.0,10.0,3793.0
NSW,2022-05-21,9632.0,10182.0,1335.0,53.0,10182.0
WA,2022-05-21,11763.0,14400.0,308.0,11.0,14400.0
TAS,2022-05-21,819.0,998.0,43.0,1.0,998.0
VIC,2022-05-21,11925.0,12466.0,523.0,30.0,12466.0
AUS,2022-05-21,44668.0,49059.0,,,
QLD,2022-05-21,6221.0,5963.0,464.0,14.0,5963.0
NT,2022-05-21,224.0,284.0,22.0,2.0,284.0
VIC,2022-05-22,9307.0,12339.0,524.0,31.0,12339.0
TAS,2022-05-22,819.0,990.0,43.0,1.0,990.0
SA,2022-05-22,3225.0,3712.0,234.0,11.0,3712.0
NT,2022-05-22,183.0,277.0,22.0,2.0,277.0
AUS,2022-05-22,39082.0,48590.0,,,
NSW,2022-05-22,8523.0,10108.0,1305.0,49.0,10108.0
ACT,2022-05-22,758.0,956.0,82.0,4.0,956.0
QLD,2022-05-22,4504.0,5919.0,466.0,14.0,5919.0
WA,2022-05-22,11763.0,14290.0,311.0,11.0,14290.0
WA,2022-05-23,10013.0,13968.0,312.0,11.0,13968.0
VIC,2022-05-23,8971.0,11982.0,529.0,30.0,11982.0
AUS,2022-05-23,34322.0,47481.0,,,
ACT,2022-05-23,622.0,918.0,85.0,4.0,918.0
QLD,2022-05-23,3534.0,5754.0,461.0,14.0,5754.0
TAS,2022-05-23,724.0,972.0,44.0,1.0,972.0
SA,2022-05-23,3127.0,3674.0,233.0,11.0,3674.0
NSW,2022-05-23,7178.0,9950.0,1276.0,45.0,9950.0
NT,2022-05-23,153.0,263.0,21.0,2.0,263.0
TAS,2022-05-24,911.0,929.0,45.0,1.0,929.0
NSW,2022-05-24,8751.0,9633.0,1247.0,42.0,9633.0
ACT,2022-05-24,820.0,874.0,86.0,4.0,874.0
SA,2022-05-24,3482.0,3632.0,231.0,11.0,3632.0
QLD,2022-05-24,5118.0,5590.0,455.0,15.0,5590.0
NT,2022-05-24,238.0,247.0,21.0,2.0,247.0
VIC,2022-05-24,11656.0,11691.0,533.0,31.0,11691.0
WA,2022-05-24,12114.0,13459.0,311.0,11.0,13459.0
AUS,2022-05-24,43090.0,46055.0,,,
WA,2022-05-25,12419.0,12912.0,307.0,10.0,12912.0
VIC,2022-05-25,13023.0,11520.0,541.0,32.0,11520.0
AUS,2022-05-25,46093.0,44561.0,,,
NSW,2022-05-25,8970.0,9157.0,1220.0,39.0,9157.0
ACT,2022-05-25,934.0,850.0,88.0,3.0,850.0
NT,2022-05-25,290.0,238.0,19.0,2.0,238.0
QLD,2022-05-25,5584.0,5376.0,443.0,14.0,5376.0
TAS,2022-05-25,898.0,889.0,46.0,1.0,889.0
SA,2022-05-25,3975.0,3619.0,229.0,11.0,3619.0
TAS,2022-05-26,930.0,869.0,47.0,1.0,869.0
NSW,2022-05-26,10926.0,9152.0,1209.0,38.0,9152.0
NT,2022-05-26,330.0,244.0,17.0,1.0,244.0
ACT,2022-05-26,911.0,838.0,88.0,3.0,838.0
AUS,2022-05-26,46433.0,43413.0,,,
WA,2022-05-26,11832.0,12158.0,309.0,10.0,12158.0
QLD,2022-05-26,5246.0,5204.0,436.0,14.0,5204.0
VIC,2022-05-26,12421.0,11408.0,548.0,32.0,11408.0
SA,2022-05-26,3837.0,3539.0,228.0,11.0,3539.0
NT,2022-05-27,279.0,242.0,16.0,1.0,242.0
SA,2022-05-27,3169.0,3434.0,229.0,11.0,3434.0
QLD,2022-05-27,4921.0,5018.0,428.0,14.0,5018.0
ACT,2022-05-27,849.0,822.0,88.0,3.0,822.0
NSW,2022-05-27,8690.0,8953.0,1201.0,37.0,8953.0
VIC,2022-05-27,11369.0,11239.0,556.0,32.0,11239.0
AUS,2022-05-27,40055.0,41963.0,,,
WA,2022-05-27,9948.0,11407.0,311.0,9.0,11407.0
TAS,2022-05-27,830.0,847.0,48.0,1.0,847.0
SA,2022-05-28,2444.0,3323.0,231.0,10.0,3323.0
TAS,2022-05-28,642.0,822.0,49.0,1.0,822.0
VIC,2022-05-28,8737.0,10783.0,554.0,33.0,10783.0
ACT,2022-05-28,822.0,817.0,87.0,3.0,817.0
AUS,2022-05-28,32090.0,40166.0,,,
QLD,2022-05-28,4387.0,4756.0,422.0,13.0,4756.0
NT,2022-05-28,188.0,237.0,15.0,1.0,237.0
NSW,2022-05-28,7540.0,8654.0,1194.0,36.0,8654.0
WA,2022-05-28,7330.0,10774.0,314.0,9.0,10774.0
SA,2022-05-29,2444.0,3211.0,232.0,10.0,3211.0
NSW,2022-05-29,6545.0,8371.0,1192.0,35.0,8371.0
TAS,2022-05-29,642.0,797.0,50.0,1.0,797.0
WA,2022-05-29,7330.0,10141.0,316.0,9.0,10141.0
ACT,2022-05-29,583.0,792.0,85.0,2.0,792.0
NT,2022-05-29,175.0,236.0,16.0,1.0,236.0
AUS,2022-05-29,28138.0,38603.0,,,
QLD,2022-05-29,3047.0,4548.0,414.0,12.0,4548.0
VIC,2022-05-29,7372.0,10507.0,549.0,33.0,10507.0
AUS,2022-05-30,27316.0,37602.0,,,
WA,2022-05-30,6649.0,9660.0,315.0,9.0,9660.0
NSW,2022-05-30,5855.0,8182.0,1184.0,35.0,8182.0
QLD,2022-05-30,2872.0,4454.0,409.0,10.0,4454.0
TAS,2022-05-30,623.0,782.0,49.0,1.0,782.0
NT,2022-05-30,202.0,243.0,15.0,0.0,243.0
ACT,2022-05-30,607.0,789.0,85.0,2.0,789.0
SA,2022-05-30,2220.0,3082.0,229.0,9.0,3082.0
VIC,2022-05-30,8288.0,10409.0,548.0,34.0,10409.0
ACT,2022-05-31,673.0,768.0,85.0,2.0,768.0
VIC,2022-05-31,9595.0,10115.0,546.0,33.0,10115.0
NT,2022-05-31,265.0,247.0,14.0,0.0,247.0
NSW,2022-05-31,7342.0,7981.0,1177.0,35.0,7981.0
AUS,2022-05-31,33992.0,36302.0,,,
TAS,2022-05-31,828.0,770.0,49.0,1.0,770.0
WA,2022-05-31,8201.0,9101.0,316.0,9.0,9101.0
SA,2022-05-31,2689.0,2968.0,229.0,9.0,2968.0
QLD,2022-05-31,4399.0,4351.0,396.0,8.0,4351.0
TAS,2022-06-01,797.0,756.0,49.0,1.0,756.0
NT,2022-06-01,232.0,239.0,15.0,0.0,239.0
WA,2022-06-01,8452.0,8535.0,316.0,9.0,8535.0
AUS,2022-06-01,35986.0,34859.0,,,
ACT,2022-06-01,832.0,754.0,85.0,3.0,754.0
NSW,2022-06-01,8383.0,7897.0,1167.0,34.0,7897.0
QLD,2022-06-01,4455.0,4190.0,381.0,7.0,4190.0
SA,2022-06-01,2901.0,2815.0,230.0,8.0,2815.0
VIC,2022-06-01,9934.0,9674.0,540.0,32.0,9674.0
AUS,2022-06-02,34983.0,33223.0,,,
TAS,2022-06-02,762.0,732.0,48.0,1.0,732.0
ACT,2022-06-02,874.0,749.0,84.0,3.0,749.0
VIC,2022-06-02,10204.0,9357.0,535.0,32.0,9357.0
NSW,2022-06-02,7583.0,7420.0,1148.0,33.0,7420.0
QLD,2022-06-02,4169.0,4036.0,363.0,6.0,4036.0
NT,2022-06-02,231.0,225.0,15.0,0.0,225.0
WA,2022-06-02,8292.0,8029.0,312.0,9.0,8029.0
SA,2022-06-02,2868.0,2676.0,230.0,8.0,2676.0
TAS,2022-06-03,724.0,717.0,47.0,1.0,717.0
ACT,2022-06-03,729.0,731.0,84.0,3.0,731.0
NT,2022-06-03,180.0,210.0,15.0,0.0,210.0
QLD,2022-06-03,3790.0,3874.0,346.0,5.0,3874.0
AUS,2022-06-03,31978.0,32069.0,,,
VIC,2022-06-03,9583.0,9102.0,527.0,31.0,9102.0
NSW,2022-06-03,7412.0,7237.0,1159.0,33.0,7237.0
SA,2022-06-03,2468.0,2576.0,231.0,8.0,2576.0
WA,2022-06-03,7092.0,7621.0,305.0,9.0,7621.0
ACT,2022-06-04,763.0,723.0,83.0,3.0,723.0
NSW,2022-06-04,6594.0,7102.0,1172.0,32.0,7102.0
QLD,2022-06-04,3423.0,3736.0,333.0,5.0,3736.0
NT,2022-06-04,192.0,211.0,16.0,0.0,211.0
SA,2022-06-04,2392.0,2569.0,232.0,8.0,2569.0
AUS,2022-06-04,27838.0,31462.0,,,
WA,2022-06-04,5515.0,7362.0,299.0,9.0,7362.0
VIC,2022-06-04,8445.0,9060.0,523.0,31.0,9060.0
TAS,2022-06-04,514.0,699.0,45.0,1.0,699.0
NT,2022-06-05,132.0,205.0,15.0,0.0,205.0
QLD,2022-06-05,2716.0,3689.0,320.0,5.0,3689.0
WA,2022-06-05,5515.0,7102.0,292.0,9.0,7102.0
TAS,2022-06-05,514.0,680.0,44.0,1.0,680.0
NSW,2022-06-05,5172.0,6906.0,1189.0,32.0,6906.0
AUS,2022-06-05,24085.0,30883.0,,,
ACT,2022-06-05,567.0,721.0,82.0,2.0,721.0
VIC,2022-06-05,7077.0,9018.0,522.0,30.0,9018.0
SA,2022-06-05,2392.0,2561.0,233.0,8.0,2561.0
WA,2022-06-06,5515.0,6940.0,286.0,7.0,6940.0
TAS,2022-06-06,511.0,664.0,44.0,1.0,664.0
VIC,2022-06-06,7557.0,8914.0,511.0,29.0,8914.0
NSW,2022-06-06,4486.0,6710.0,1208.0,33.0,6710.0
ACT,2022-06-06,587.0,718.0,83.0,2.0,718.0
QLD,2022-06-06,2548.0,3643.0,310.0,5.0,3643.0
SA,2022-06-06,2255.0,2566.0,236.0,9.0,2566.0
NT,2022-06-06,145.0,197.0,15.0,0.0,197.0
AUS,2022-06-06,23604.0,30352.0,,,
NT,2022-06-07,224.0,191.0,15.0,0.0,191.0
VIC,2022-06-07,9181.0,8854.0,509.0,28.0,8854.0
NSW,2022-06-07,6385.0,6574.0,1225.0,33.0,6574.0
WA,2022-06-07,5787.0,6595.0,282.0,8.0,6595.0
TAS,2022-06-07,775.0,657.0,43.0,1.0,657.0
ACT,2022-06-07,722.0,725.0,83.0,2.0,725.0
SA,2022-06-07,2715.0,2570.0,237.0,9.0,2570.0
AUS,2022-06-07,30077.0,29793.0,,,
QLD,2022-06-07,4288.0,3627.0,304.0,5.0,3627.0
TAS,2022-06-08,666.0,638.0,41.0,1.0,638.0
AUS,2022-06-08,34053.0,29517.0,,,
VIC,2022-06-08,9519.0,8795.0,508.0,27.0,8795.0
SA,2022-06-08,2995.0,2584.0,236.0,9.0,2584.0
WA,2022-06-08,7719.0,6491.0,280.0,9.0,6491.0
ACT,2022-06-08,821.0,723.0,84.0,1.0,723.0
NT,2022-06-08,251.0,194.0,15.0,0.0,194.0
QLD,2022-06-08,4257.0,3599.0,302.0,6.0,3599.0
NSW,2022-06-08,7825.0,6494.0,1245.0,34.0,6494.0
ACT,2022-06-09,775.0,709.0,84.0,0.0,709.0
TAS,2022-06-09,621.0,618.0,40.0,1.0,618.0
AUS,2022-06-09,33282.0,29274.0,,,
NT,2022-06-09,249.0,196.0,15.0,0.0,196.0
SA,2022-06-09,2801.0,2574.0,235.0,8.0,2574.0
NSW,2022-06-09,8201.0,6582.0,1273.0,35.0,6582.0
QLD,2022-06-09,3861.0,3555.0,300.0,7.0,3555.0
VIC,2022-06-09,8903.0,8609.0,507.0,28.0,8609.0
WA,2022-06-09,7871.0,6431.0,281.0,10.0,6431.0
NT,2022-06-10,214.0,201.0,14.0,0.0,201.0
TAS,2022-06-10,675.0,611.0,39.0,1.0,611.0
QLD,2022-06-10,3786.0,3554.0,299.0,8.0,3554.0
SA,2022-06-10,2342.0,2556.0,235.0,7.0,2556.0
WA,2022-06-10,7174.0,6442.0,281.0,11.0,6442.0
ACT,2022-06-10,824.0,723.0,85.0,0.0,723.0
AUS,2022-06-10,30591.0,29076.0,,,
NSW,2022-06-10,7551.0,6602.0,1273.0,36.0,6602.0
VIC,2022-06-10,8025.0,8387.0,507.0,27.0,8387.0
WA,2022-06-11,5498.0,6440.0,282.0,11.0,6440.0
QLD,2022-06-11,3340.0,3542.0,305.0,8.0,3542.0
TAS,2022-06-11,544.0,615.0,38.0,1.0,615.0
AUS,2022-06-11,25038.0,28676.0,,,
VIC,2022-06-11,6224.0,8069.0,499.0,27.0,8069.0
NSW,2022-06-11,6254.0,6553.0,1271.0,38.0,6553.0
NT,2022-06-11,171.0,198.0,13.0,0.0,198.0
ACT,2022-06-11,696.0,713.0,86.0,0.0,713.0
SA,2022-06-11,2311.0,2544.0,235.0,7.0,2544.0
NT,2022-06-12,163.0,202.0,14.0,0.0,202.0
ACT,2022-06-12,643.0,724.0,86.0,1.0,724.0
WA,2022-06-12,5498.0,6437.0,283.0,12.0,6437.0
AUS,2022-06-12,21695.0,28334.0,,,
QLD,2022-06-12,2383.0,3495.0,312.0,8.0,3495.0
NSW,2022-06-12,5387.0,6584.0,1270.0,40.0,6584.0
TAS,2022-06-12,544.0,619.0,37.0,1.0,619.0
VIC,2022-06-12,4766.0,7739.0,493.0,27.0,7739.0
SA,2022-06-12,2311.0,2533.0,236.0,6.0,2533.0
NSW,2022-06-13,4600.0,6600.0,1266.0,40.0,6600.0
ACT,2022-06-13,572.0,722.0,85.0,1.0,722.0
QLD,2022-06-13,2513.0,3490.0,320.0,8.0,3490.0
AUS,2022-06-13,21227.0,27995.0,,,
WA,2022-06-13,5498.0,6435.0,283.0,13.0,6435.0
NT,2022-06-13,110.0,197.0,15.0,0.0,197.0
TAS,2022-06-13,544.0,624.0,36.0,1.0,624.0
VIC,2022-06-13,5079.0,7385.0,488.0,27.0,7385.0
SA,2022-06-13,2311.0,2541.0,235.0,5.0,2541.0
NT,2022-06-14,171.0,190.0,16.0,0.0,190.0
WA,2022-06-14,6315.0,6510.0,281.0,13.0,6510.0
TAS,2022-06-14,657.0,607.0,37.0,2.0,607.0
ACT,2022-06-14,633.0,709.0,85.0,1.0,709.0
QLD,2022-06-14,4190.0,3476.0,328.0,9.0,3476.0
SA,2022-06-14,2429.0,2500.0,234.0,5.0,2500.0
AUS,2022-06-14,25623.0,27358.0,,,
NSW,2022-06-14,5157.0,6425.0,1271.0,41.0,6425.0
VIC,2022-06-14,6071.0,6941.0,482.0,27.0,6941.0
AUS,2022-06-15,31145.0,26943.0,,,
NT,2022-06-15,247.0,189.0,17.0,0.0,189.0
SA,2022-06-15,2664.0,2453.0,235.0,6.0,2453.0
NSW,2022-06-15,7260.0,6344.0,1281.0,41.0,6344.0
QLD,2022-06-15,4184.0,3465.0,340.0,8.0,3465.0
TAS,2022-06-15,858.0,635.0,37.0,2.0,635.0
WA,2022-06-15,6262.0,6302.0,278.0,12.0,6302.0
VIC,2022-06-15,8687.0,6822.0,476.0,28.0,6822.0
ACT,2022-06-15,983.0,732.0,86.0,2.0,732.0
QLD,2022-06-16,4434.0,3547.0,352.0,7.0,3547.0
