region,date,cases,7_day_rolling_cases,7_day_average_hospitalised,7_day_average_ICU,7_day_average_cases
SA,2022-02-21,1217.0,1336.0,201.0,14.0,1336.0
QLD,2022-02-21,4114.0,5234.0,420.0,36.0,5234.0
TAS,2022-02-21,568.0,592.0,12.0,2.0,592.0
VIC,2022-02-21,5611.0,6929.0,386.0,62.0,6929.0
WA,2022-02-21,224.0,185.0,1.0,0.0,185.0
VIC,2022-02-22,6786.0,6733.0,372.0,59.0,6733.0
NSW,2022-02-22,8752.0,8081.0,1352.0,83.0,8081.0
AUS,2022-02-22,24861.0,23635.0,,,
SA,2022-02-22,1378.0,1370.0,199.0,14.0,1370.0
NT,2022-02-22,696.0,804.0,135.0,2.0,804.0
QLD,2022-02-22,5583.0,5277.0,406.0,36.0,5277.0
ACT,2022-02-22,583.0,521.0,42.0,2.0,521.0
TAS,2022-02-22,820.0,636.0,12.0,2.0,636.0
WA,2022-02-22,263.0,213.0,2.0,0.0,213.0
WA,2022-02-23,645.0,287.0,2.0,0.0,287.0
TAS,2022-02-23,842.0,668.0,11.0,2.0,668.0
NSW,2022-02-23,8931.0,7862.0,1319.0,79.0,7862.0
QLD,2022-02-23,6301.0,5235.0,399.0,36.0,5235.0
VIC,2022-02-23,6926.0,6558.0,361.0,56.0,6558.0
ACT,2022-02-23,946.0,571.0,41.0,2.0,571.0
AUS,2022-02-23,27382.0,23375.0,,,
NT,2022-02-23,833.0,776.0,133.0,2.0,776.0
SA,2022-02-23,1958.0,1418.0,194.0,13.0,1418.0
QLD,2022-02-24,6094.0,5296.0,388.0,35.0,5296.0
ACT,2022-02-24,661.0,589.0,40.0,2.0,589.0
TAS,2022-02-24,853.0,692.0,11.0,2.0,692.0
NT,2022-02-24,731.0,740.0,129.0,3.0,740.0
WA,2022-02-24,742.0,367.0,3.0,0.0,367.0
VIC,2022-02-24,6715.0,6303.0,350.0,51.0,6303.0
AUS,2022-02-24,25802.0,23063.0,,,
NSW,2022-02-24,8271.0,7616.0,1285.0,75.0,7616.0
SA,2022-02-24,1735.0,1460.0,184.0,13.0,1460.0
AUS,2022-02-25,24724.0,22904.0,,,
ACT,2022-02-25,773.0,619.0,39.0,2.0,619.0
VIC,2022-02-25,6580.0,6252.0,339.0,47.0,6252.0
NSW,2022-02-25,7583.0,7379.0,1251.0,71.0,7379.0
NT,2022-02-25,741.0,704.0,125.0,4.0,704.0
WA,2022-02-25,1043.0,487.0,5.0,0.0,487.0
TAS,2022-02-25,850.0,725.0,11.0,2.0,725.0
QLD,2022-02-25,5440.0,5245.0,380.0,34.0,5245.0
SA,2022-02-25,1714.0,1494.0,175.0,13.0,1494.0
QLD,2022-02-26,4838.0,5234.0,369.0,33.0,5234.0
AUS,2022-02-26,22409.0,22945.0,,,
NT,2022-02-26,617.0,681.0,117.0,5.0,681.0
WA,2022-02-26,1105.0,607.0,7.0,0.0,607.0
TAS,2022-02-26,792.0,754.0,10.0,2.0,754.0
VIC,2022-02-26,5874.0,6194.0,327.0,45.0,6194.0
SA,2022-02-26,1688.0,1544.0,164.0,13.0,1544.0
NSW,2022-02-26,7017.0,7293.0,1227.0,68.0,7293.0
ACT,2022-02-26,478.0,637.0,39.0,2.0,637.0
NSW,2022-02-27,6014.0,7355.0,1208.0,65.0,7355.0
TAS,2022-02-27,676.0,772.0,10.0,2.0,772.0
QLD,2022-02-27,3571.0,5134.0,356.0,31.0,5134.0
ACT,2022-02-27,495.0,628.0,41.0,2.0,628.0
SA,2022-02-27,1467.0,1594.0,153.0,13.0,1594.0
VIC,2022-02-27,5052.0,6221.0,315.0,44.0,6221.0
AUS,2022-02-27,18667.0,23082.0,,,
WA,2022-02-27,1027.0,721.0,9.0,0.0,721.0
NT,2022-02-27,365.0,657.0,112.0,5.0,657.0
ACT,2022-02-28,464.0,629.0,42.0,2.0,629.0
VIC,2022-02-28,5852.0,6255.0,304.0,43.0,6255.0
TAS,2022-02-28,734.0,795.0,11.0,1.0,795.0
NT,2022-02-28,382.0,624.0,108.0,5.0,624.0
AUS,2022-02-28,19098.0,23278.0,,,
WA,2022-02-28,1140.0,852.0,10.0,0.0,852.0
SA,2022-02-28,1358.0,1614.0,142.0,12.0,1614.0
QLD,2022-02-28,3312.0,5020.0,343.0,29.0,5020.0
NSW,2022-02-28,5856.0,7489.0,1187.0,62.0,7489.0
WA,2022-03-01,1179.0,983.0,12.0,0.0,983.0
QLD,2022-03-01,4453.0,4858.0,332.0,28.0,4858.0
ACT,2022-03-01,692.0,644.0,42.0,1.0,644.0
NSW,2022-03-01,8874.0,7507.0,1159.0,59.0,7507.0
NT,2022-03-01,554.0,603.0,103.0,6.0,603.0
AUS,2022-03-01,25206.0,23327.0,,,
TAS,2022-03-01,957.0,815.0,11.0,1.0,815.0
VIC,2022-03-01,6879.0,6268.0,291.0,42.0,6268.0
SA,2022-03-01,1618.0,1648.0,128.0,12.0,1648.0
NT,2022-03-02,568.0,565.0,95.0,5.0,565.0
QLD,2022-03-02,5011.0,4674.0,323.0,27.0,4674.0
TAS,2022-03-02,868.0,819.0,11.0,1.0,819.0
VIC,2022-03-02,7126.0,6297.0,283.0,40.0,6297.0
WA,2022-03-02,1770.0,1144.0,13.0,0.0,1144.0
SA,2022-03-02,2075.0,1665.0,117.0,11.0,1665.0
AUS,2022-03-02,29121.0,23575.0,,,
NSW,2022-03-02,10650.0,7752.0,1134.0,56.0,7752.0
ACT,2022-03-02,1053.0,659.0,42.0,1.0,659.0
NT,2022-03-03,542.0,538.0,87.0,5.0,538.0
WA,2022-03-03,2423.0,1384.0,15.0,0.0,1384.0
AUS,2022-03-03,31989.0,24459.0,,,
VIC,2022-03-03,7093.0,6351.0,274.0,39.0,6351.0
NSW,2022-03-03,11338.0,8190.0,1109.0,53.0,8190.0
QLD,2022-03-03,6479.0,4729.0,320.0,26.0,4729.0
ACT,2022-03-03,690.0,664.0,42.0,1.0,664.0
TAS,2022-03-03,1117.0,856.0,11.0,2.0,856.0
SA,2022-03-03,2307.0,1747.0,110.0,10.0,1747.0
ACT,2022-03-04,794.0,667.0,41.0,1.0,667.0
WA,2022-03-04,2137.0,1540.0,17.0,0.0,1540.0
AUS,2022-03-04,28014.0,24929.0,,,
VIC,2022-03-04,6545.0,6346.0,266.0,37.0,6346.0
SA,2022-03-04,2047.0,1794.0,109.0,10.0,1794.0
TAS,2022-03-04,936.0,869.0,12.0,2.0,869.0
QLD,2022-03-04,5446.0,4730.0,311.0,24.0,4730.0
NT,2022-03-04,643.0,524.0,79.0,4.0,524.0
NSW,2022-03-04,9466.0,8459.0,1088.0,50.0,8459.0
NT,2022-03-05,369.0,489.0,72.0,3.0,489.0
VIC,2022-03-05,5721.0,6324.0,262.0,35.0,6324.0
QLD,2022-03-05,4152.0,4632.0,301.0,24.0,4632.0
AUS,2022-03-05,26045.0,25449.0,,,
TAS,2022-03-05,940.0,890.0,12.0,2.0,890.0
SA,2022-03-05,1861.0,1819.0,108.0,10.0,1819.0
WA,2022-03-05,2289.0,1709.0,18.0,0.0,1709.0
ACT,2022-03-05,696.0,698.0,41.0,1.0,698.0
NSW,2022-03-05,10017.0,8888.0,1069.0,48.0,8888.0
VIC,2022-03-06,5046.0,6323.0,254.0,34.0,6323.0
SA,2022-03-06,1688.0,1851.0,106.0,10.0,1851.0
QLD,2022-03-06,2934.0,4541.0,297.0,23.0,4541.0
NT,2022-03-06,229.0,470.0,65.0,3.0,470.0
NSW,2022-03-06,8782.0,9283.0,1049.0,46.0,9283.0
ACT,2022-03-06,562.0,707.0,40.0,1.0,707.0
TAS,2022-03-06,757.0,901.0,14.0,3.0,901.0
AUS,2022-03-06,22268.0,25963.0,,,
WA,2022-03-06,2270.0,1887.0,21.0,0.0,1887.0
QLD,2022-03-07,3677.0,4593.0,291.0,23.0,4593.0
NT,2022-03-07,231.0,448.0,58.0,2.0,448.0
SA,2022-03-07,1577.0,1882.0,106.0,10.0,1882.0
TAS,2022-03-07,784.0,908.0,15.0,4.0,908.0
VIC,2022-03-07,5645.0,6294.0,246.0,32.0,6294.0
WA,2022-03-07,2365.0,2062.0,25.0,0.0,2062.0
NSW,2022-03-07,9017.0,9735.0,1039.0,44.0,9735.0
ACT,2022-03-07,553.0,720.0,39.0,1.0,720.0
AUS,2022-03-07,23849.0,26642.0,,,
ACT,2022-03-08,658.0,715.0,39.0,2.0,715.0
NSW,2022-03-08,13018.0,10327.0,1035.0,43.0,10327.0
SA,2022-03-08,2089.0,1949.0,104.0,11.0,1949.0
NT,2022-03-08,434.0,431.0,52.0,2.0,431.0
AUS,2022-03-08,31537.0,27546.0,,,
TAS,2022-03-08,1051.0,922.0,15.0,4.0,922.0
VIC,2022-03-08,7043.0,6317.0,239.0,30.0,6317.0
QLD,2022-03-08,4397.0,4585.0,284.0,22.0,4585.0
WA,2022-03-08,2847.0,2300.0,29.0,0.0,2300.0
VIC,2022-03-09,7081.0,6311.0,229.0,29.0,6311.0
SA,2022-03-09,2560.0,2018.0,101.0,12.0,2018.0
TAS,2022-03-09,1125.0,959.0,16.0,4.0,959.0
QLD,2022-03-09,4801.0,4555.0,277.0,21.0,4555.0
AUS,2022-03-09,33425.0,28161.0,,,
NSW,2022-03-09,13179.0,10688.0,1030.0,43.0,10688.0
WA,2022-03-09,3594.0,2561.0,36.0,0.0,2561.0
NT,2022-03-09,247.0,385.0,46.0,2.0,385.0
ACT,2022-03-09,838.0,684.0,38.0,2.0,684.0
AUS,2022-03-10,38020.0,29023.0,,,
WA,2022-03-10,4535.0,2862.0,45.0,0.0,2862.0
VIC,2022-03-10,7779.0,6409.0,218.0,29.0,6409.0
ACT,2022-03-10,821.0,703.0,38.0,2.0,703.0
NT,2022-03-10,255.0,344.0,44.0,2.0,344.0
SA,2022-03-10,2590.0,2059.0,99.0,12.0,2059.0
NSW,2022-03-10,16288.0,11395.0,1024.0,42.0,11395.0
TAS,2022-03-10,1181.0,968.0,16.0,4.0,968.0
QLD,2022-03-10,4571.0,4283.0,268.0,20.0,4283.0
QLD,2022-03-11,4327.0,4123.0,263.0,19.0,4123.0
AUS,2022-03-11,34863.0,30001.0,,,
NT,2022-03-11,263.0,290.0,41.0,2.0,290.0
ACT,2022-03-11,791.0,703.0,37.0,2.0,703.0
VIC,2022-03-11,6811.0,6447.0,210.0,29.0,6447.0
WA,2022-03-11,5005.0,3272.0,55.0,0.0,3272.0
NSW,2022-03-11,14034.0,12048.0,1024.0,42.0,12048.0
SA,2022-03-11,2503.0,2124.0,96.0,12.0,2124.0
TAS,2022-03-11,1129.0,995.0,16.0,4.0,995.0
QLD,2022-03-12,4029.0,4105.0,259.0,18.0,4105.0
WA,2022-03-12,4300.0,3559.0,65.0,1.0,3559.0
NSW,2022-03-12,12850.0,12453.0,1020.0,41.0,12453.0
NT,2022-03-12,232.0,270.0,38.0,2.0,270.0
TAS,2022-03-12,1130.0,1022.0,16.0,4.0,1022.0
AUS,2022-03-12,31694.0,30808.0,,,
ACT,2022-03-12,704.0,704.0,36.0,2.0,704.0
SA,2022-03-12,2374.0,2197.0,96.0,12.0,2197.0
VIC,2022-03-12,6075.0,6497.0,199.0,28.0,6497.0
SA,2022-03-13,2023.0,2245.0,97.0,12.0,2245.0
AUS,2022-03-13,29298.0,31812.0,,,
NSW,2022-03-13,13093.0,13068.0,1013.0,41.0,13068.0
WA,2022-03-13,3602.0,3750.0,78.0,2.0,3750.0
QLD,2022-03-13,3669.0,4210.0,256.0,18.0,4210.0
ACT,2022-03-13,649.0,716.0,35.0,2.0,716.0
VIC,2022-03-13,5192.0,6518.0,196.0,28.0,6518.0
TAS,2022-03-13,932.0,1047.0,16.0,4.0,1047.0
NT,2022-03-13,138.0,257.0,34.0,2.0,257.0
QLD,2022-03-14,3797.0,4227.0,251.0,18.0,4227.0
TAS,2022-03-14,923.0,1067.0,14.0,4.0,1067.0
SA,2022-03-14,2099.0,2320.0,98.0,11.0,2320.0
WA,2022-03-14,4037.0,3989.0,87.0,2.0,3989.0
AUS,2022-03-14,26040.0,32125.0,,,
NT,2022-03-14,175.0,249.0,31.0,1.0,249.0
NSW,2022-03-14,8911.0,13053.0,1005.0,42.0,13053.0
VIC,2022-03-14,5499.0,6497.0,191.0,27.0,6497.0
ACT,2022-03-14,599.0,723.0,35.0,2.0,723.0
WA,2022-03-15,5377.0,4350.0,97.0,3.0,4350.0
TAS,2022-03-15,1376.0,1114.0,14.0,4.0,1114.0
SA,2022-03-15,2380.0,2361.0,102.0,11.0,2361.0
NSW,2022-03-15,10689.0,12721.0,999.0,41.0,12721.0
QLD,2022-03-15,5589.0,4398.0,248.0,17.0,4398.0
NT,2022-03-15,282.0,227.0,29.0,2.0,227.0
AUS,2022-03-15,33939.0,32468.0,,,
ACT,2022-03-15,786.0,741.0,35.0,2.0,741.0
VIC,2022-03-15,7460.0,6557.0,191.0,27.0,6557.0
NT,2022-03-16,224.0,224.0,27.0,2.0,224.0
WA,2022-03-16,6062.0,4703.0,100.0,4.0,4703.0
ACT,2022-03-16,1226.0,797.0,35.0,2.0,797.0
TAS,2022-03-16,1897.0,1224.0,15.0,4.0,1224.0
AUS,2022-03-16,58495.0,36050.0,,,
QLD,2022-03-16,6136.0,4588.0,247.0,18.0,4588.0
VIC,2022-03-16,9426.0,6892.0,191.0,26.0,6892.0
NSW,2022-03-16,30402.0,15181.0,996.0,40.0,15181.0
SA,2022-03-16,3122.0,2442.0,109.0,10.0,2442.0
TAS,2022-03-17,1909.0,1328.0,16.0,3.0,1328.0
SA,2022-03-17,4474.0,2711.0,115.0,10.0,2711.0
NSW,2022-03-17,20087.0,15724.0,1003.0,40.0,15724.0
AUS,2022-03-17,52098.0,38061.0,,,
VIC,2022-03-17,9752.0,7174.0,193.0,24.0,7174.0
WA,2022-03-17,7151.0,5076.0,109.0,4.0,5076.0
ACT,2022-03-17,1311.0,867.0,35.0,2.0,867.0
NT,2022-03-17,224.0,220.0,26.0,2.0,220.0
QLD,2022-03-17,7190.0,4962.0,248.0,18.0,4962.0
TAS,2022-03-18,1856.0,1432.0,17.0,3.0,1432.0
NSW,2022-03-18,20050.0,16583.0,1011.0,39.0,16583.0
ACT,2022-03-18,1123.0,914.0,36.0,3.0,914.0
SA,2022-03-18,4274.0,2964.0,122.0,9.0,2964.0
WA,2022-03-18,6176.0,5244.0,109.0,5.0,5244.0
NT,2022-03-18,250.0,218.0,25.0,2.0,218.0
VIC,2022-03-18,9036.0,7491.0,195.0,24.0,7491.0
QLD,2022-03-18,6103.0,5216.0,247.0,19.0,5216.0
AUS,2022-03-18,48868.0,40062.0,,,
AUS,2022-03-19,46443.0,42169.0,,,
NT,2022-03-19,224.0,217.0,24.0,2.0,217.0
SA,2022-03-19,3724.0,3157.0,129.0,9.0,3157.0
TAS,2022-03-19,1508.0,1486.0,19.0,3.0,1486.0
NSW,2022-03-19,19060.0,17470.0,1029.0,37.0,17470.0
VIC,2022-03-19,7847.0,7745.0,200.0,24.0,7745.0
WA,2022-03-19,5838.0,5463.0,115.0,4.0,5463.0
ACT,2022-03-19,1122.0,974.0,37.0,3.0,974.0
QLD,2022-03-19,7120.0,5658.0,246.0,19.0,5658.0
VIC,2022-03-20,6694.0,7959.0,202.0,23.0,7959.0
NSW,2022-03-20,16813.0,18002.0,1052.0,36.0,18002.0
WA,2022-03-20,5626.0,5752.0,120.0,4.0,5752.0
ACT,2022-03-20,926.0,1013.0,38.0,3.0,1013.0
SA,2022-03-20,3168.0,3320.0,134.0,8.0,3320.0
AUS,2022-03-20,40391.0,43753.0,,,
TAS,2022-03-20,1305.0,1539.0,20.0,3.0,1539.0
QLD,2022-03-20,5707.0,5949.0,244.0,19.0,5949.0
NT,2022-03-20,152.0,219.0,22.0,1.0,219.0
AUS,2022-03-21,39755.0,45713.0,,,
TAS,2022-03-21,1302.0,1593.0,21.0,2.0,1593.0
NSW,2022-03-21,14970.0,18867.0,1074.0,34.0,18867.0
QLD,2022-03-21,6206.0,6293.0,245.0,18.0,6293.0
WA,2022-03-21,5566.0,5971.0,129.0,4.0,5971.0
ACT,2022-03-21,898.0,1056.0,38.0,4.0,1056.0
VIC,2022-03-21,7531.0,8249.0,210.0,23.0,8249.0
SA,2022-03-21,3121.0,3466.0,140.0,8.0,3466.0
NT,2022-03-21,161.0,217.0,21.0,1.0,217.0
ACT,2022-03-22,1014.0,1089.0,38.0,3.0,1089.0
QLD,2022-03-22,8881.0,6763.0,246.0,17.0,6763.0
VIC,2022-03-22,9594.0,8554.0,218.0,23.0,8554.0
SA,2022-03-22,3686.0,3653.0,145.0,8.0,3653.0
WA,2022-03-22,7075.0,6213.0,138.0,4.0,6213.0
NSW,2022-03-22,20960.0,20335.0,1095.0,34.0,20335.0
TAS,2022-03-22,1825.0,1657.0,23.0,2.0,1657.0
NT,2022-03-22,314.0,221.0,18.0,1.0,221.0
AUS,2022-03-22,53349.0,48486.0,,,
AUS,2022-03-23,61689.0,48942.0,,,
NSW,2022-03-23,24115.0,19436.0,1116.0,35.0,19436.0
TAS,2022-03-23,1979.0,1669.0,25.0,2.0,1669.0
VIC,2022-03-23,10471.0,8704.0,224.0,22.0,8704.0
QLD,2022-03-23,10476.0,7383.0,245.0,15.0,7383.0
ACT,2022-03-23,1314.0,1101.0,38.0,3.0,1101.0
WA,2022-03-23,8429.0,6552.0,153.0,5.0,6552.0
NT,2022-03-23,311.0,234.0,18.0,1.0,234.0
SA,2022-03-23,4594.0,3863.0,148.0,8.0,3863.0
AUS,2022-03-24,63107.0,50515.0,,,
TAS,2022-03-24,2016.0,1684.0,25.0,1.0,1684.0
WA,2022-03-24,8616.0,6761.0,163.0,5.0,6761.0
NSW,2022-03-24,24803.0,20110.0,1137.0,37.0,20110.0
ACT,2022-03-24,1278.0,1096.0,39.0,3.0,1096.0
NT,2022-03-24,375.0,255.0,17.0,1.0,255.0
VIC,2022-03-24,10259.0,8776.0,231.0,23.0,8776.0
QLD,2022-03-24,11018.0,7930.0,247.0,14.0,7930.0
SA,2022-03-24,4742.0,3901.0,152.0,8.0,3901.0
QLD,2022-03-25,9730.0,8448.0,249.0,13.0,8448.0
NSW,2022-03-25,23702.0,20632.0,1154.0,38.0,20632.0
ACT,2022-03-25,1122.0,1096.0,39.0,3.0,1096.0
TAS,2022-03-25,1786.0,1674.0,25.0,1.0,1674.0
VIC,2022-03-25,9244.0,8806.0,238.0,22.0,8806.0
WA,2022-03-25,8133.0,7040.0,180.0,6.0,7040.0
NT,2022-03-25,324.0,266.0,17.0,1.0,266.0
AUS,2022-03-25,58500.0,51891.0,,,
SA,2022-03-25,4459.0,3928.0,155.0,8.0,3928.0
WA,2022-03-26,7535.0,7283.0,186.0,7.0,7283.0
TAS,2022-03-26,1697.0,1701.0,26.0,1.0,1701.0
NSW,2022-03-26,19843.0,20744.0,1166.0,40.0,20744.0
AUS,2022-03-26,51960.0,52679.0,,,
NT,2022-03-26,288.0,275.0,18.0,1.0,275.0
VIC,2022-03-26,8349.0,8877.0,244.0,21.0,8877.0
ACT,2022-03-26,947.0,1071.0,40.0,3.0,1071.0
QLD,2022-03-26,9404.0,8775.0,258.0,13.0,8775.0
SA,2022-03-26,3897.0,3952.0,156.0,8.0,3952.0
SA,2022-03-27,3815.0,4045.0,157.0,8.0,4045.0
NT,2022-03-27,252.0,289.0,17.0,1.0,289.0
NSW,2022-03-27,17450.0,20835.0,1173.0,42.0,20835.0
AUS,2022-03-27,46234.0,53513.0,,,
WA,2022-03-27,7197.0,7507.0,195.0,8.0,7507.0
ACT,2022-03-27,799.0,1053.0,41.0,3.0,1053.0
QLD,2022-03-27,7738.0,9065.0,266.0,12.0,9065.0
TAS,2022-03-27,1517.0,1732.0,27.0,1.0,1732.0
VIC,2022-03-27,7466.0,8988.0,251.0,21.0,8988.0
TAS,2022-03-28,1728.0,1793.0,28.0,0.0,1793.0
AUS,2022-03-28,46875.0,54531.0,,,
WA,2022-03-28,7288.0,7753.0,202.0,9.0,7753.0
ACT,2022-03-28,701.0,1025.0,42.0,3.0,1025.0
SA,2022-03-28,4140.0,4190.0,161.0,8.0,4190.0
VIC,2022-03-28,8739.0,9160.0,251.0,21.0,9160.0
NSW,2022-03-28,16199.0,21010.0,1188.0,45.0,21010.0
QLD,2022-03-28,7816.0,9295.0,274.0,12.0,9295.0
NT,2022-03-28,264.0,304.0,17.0,2.0,304.0
SA,2022-03-29,4201.0,4264.0,162.0,7.0,4264.0
QLD,2022-03-29,10326.0,9501.0,284.0,13.0,9501.0
VIC,2022-03-29,10916.0,9349.0,255.0,23.0,9349.0
ACT,2022-03-29,1063.0,1032.0,44.0,3.0,1032.0
NT,2022-03-29,392.0,315.0,17.0,2.0,315.0
WA,2022-03-29,8910.0,8015.0,207.0,9.0,8015.0
TAS,2022-03-29,2324.0,1864.0,27.0,0.0,1864.0
NSW,2022-03-29,21494.0,21087.0,1204.0,47.0,21087.0
AUS,2022-03-29,59626.0,55427.0,,,
QLD,2022-03-30,10626.0,9523.0,305.0,14.0,9523.0
WA,2022-03-30,9754.0,8205.0,209.0,8.0,8205.0
VIC,2022-03-30,11749.0,9532.0,260.0,22.0,9532.0
NSW,2022-03-30,25235.0,21247.0,1223.0,47.0,21247.0
ACT,2022-03-30,1139.0,1007.0,45.0,4.0,1007.0
TAS,2022-03-30,2471.0,1934.0,26.0,1.0,1934.0
NT,2022-03-30,483.0,340.0,17.0,2.0,340.0
SA,2022-03-30,5496.0,4393.0,165.0,7.0,4393.0
AUS,2022-03-30,66953.0,56179.0,,,
TAS,2022-03-31,2465.0,1998.0,26.0,1.0,1998.0
NSW,2022-03-31,22107.0,20861.0,1244.0,47.0,20861.0
ACT,2022-03-31,1194.0,995.0,46.0,4.0,995.0
VIC,2022-03-31,11292.0,9679.0,270.0,20.0,9679.0
SA,2022-03-31,5061.0,4438.0,167.0,7.0,4438.0
WA,2022-03-31,9727.0,8363.0,211.0,8.0,8363.0
NT,2022-03-31,493.0,357.0,17.0,2.0,357.0
QLD,2022-03-31,7289.0,8990.0,318.0,15.0,8990.0
AUS,2022-03-31,59628.0,55682.0,,,
ACT,2022-04-01,1014.0,980.0,46.0,3.0,980.0
QLD,2022-04-01,10722.0,9132.0,337.0,15.0,9132.0
AUS,2022-04-01,64038.0,56473.0,,,
VIC,2022-04-01,10424.0,9848.0,278.0,19.0,9848.0
NSW,2022-04-01,25495.0,21118.0,1268.0,47.0,21118.0
NT,2022-04-01,428.0,371.0,17.0,2.0,371.0
WA,2022-04-01,8731.0,8449.0,211.0,8.0,8449.0
SA,2022-04-01,5134.0,4535.0,169.0,7.0,4535.0
TAS,2022-04-01,2090.0,2042.0,27.0,1.0,2042.0
AUS,2022-04-02,54327.0,56812.0,,,
NT,2022-04-02,401.0,388.0,16.0,2.0,388.0
QLD,2022-04-02,9435.0,9136.0,355.0,14.0,9136.0
SA,2022-04-02,4483.0,4619.0,174.0,7.0,4619.0
NSW,2022-04-02,20389.0,21196.0,1285.0,47.0,21196.0
TAS,2022-04-02,1840.0,2062.0,28.0,1.0,2062.0
ACT,2022-04-02,808.0,960.0,46.0,3.0,960.0
VIC,2022-04-02,9149.0,9962.0,286.0,19.0,9962.0
WA,2022-04-02,7822.0,8490.0,214.0,7.0,8490.0
VIC,2022-04-03,9008.0,10182.0,293.0,19.0,10182.0
NSW,2022-04-03,16807.0,21104.0,1312.0,48.0,21104.0
NT,2022-04-03,299.0,394.0,16.0,2.0,394.0
WA,2022-04-03,6439.0,8382.0,215.0,7.0,8382.0
SA,2022-04-03,4096.0,4659.0,178.0,8.0,4659.0
ACT,2022-04-03,718.0,948.0,46.0,3.0,948.0
TAS,2022-04-03,1675.0,2085.0,29.0,1.0,2085.0
QLD,2022-04-03,8478.0,9242.0,375.0,15.0,9242.0
AUS,2022-04-03,47520.0,56995.0,,,
NSW,2022-04-04,15572.0,21014.0,1333.0,48.0,21014.0
AUS,2022-04-04,46726.0,56974.0,,,
QLD,2022-04-04,7707.0,9226.0,394.0,15.0,9226.0
NT,2022-04-04,295.0,399.0,16.0,2.0,399.0
WA,2022-04-04,6082.0,8209.0,218.0,6.0,8209.0
SA,2022-04-04,4595.0,4724.0,182.0,8.0,4724.0
VIC,2022-04-04,10011.0,10364.0,301.0,18.0,10364.0
ACT,2022-04-04,739.0,954.0,46.0,3.0,954.0
TAS,2022-04-04,1725.0,2084.0,31.0,1.0,2084.0
ACT,2022-04-05,918.0,933.0,44.0,3.0,933.0
SA,2022-04-05,5068.0,4848.0,187.0,8.0,4848.0
VIC,2022-04-05,12007.0,10520.0,308.0,16.0,10520.0
AUS,2022-04-05,58229.0,56774.0,,,
NT,2022-04-05,525.0,418.0,16.0,2.0,418.0
TAS,2022-04-05,2437.0,2100.0,34.0,1.0,2100.0
WA,2022-04-05,8145.0,8100.0,221.0,6.0,8100.0
QLD,2022-04-05,9946.0,9172.0,416.0,15.0,9172.0
NSW,2022-04-05,19183.0,20684.0,1359.0,48.0,20684.0
VIC,2022-04-06,12150.0,10577.0,316.0,16.0,10577.0
TAS,2022-04-06,2459.0,2099.0,36.0,1.0,2099.0
ACT,2022-04-06,1149.0,934.0,44.0,3.0,934.0
NSW,2022-04-06,24151.0,20529.0,1380.0,49.0,20529.0
QLD,2022-04-06,8534.0,8873.0,427.0,15.0,8873.0
AUS,2022-04-06,63203.0,56239.0,,,
NT,2022-04-06,477.0,417.0,17.0,1.0,417.0
WA,2022-04-06,8499.0,7921.0,228.0,7.0,7921.0
SA,2022-04-06,5784.0,4889.0,191.0,9.0,4889.0
ACT,2022-04-07,1094.0,920.0,44.0,3.0,920.0
QLD,2022-04-07,10984.0,9401.0,439.0,15.0,9401.0
AUS,2022-04-07,63589.0,56805.0,,,
WA,2022-04-07,7998.0,7674.0,234.0,7.0,7674.0
NSW,2022-04-07,22255.0,20550.0,1395.0,50.0,20550.0
VIC,2022-04-07,12314.0,10723.0,312.0,15.0,10723.0
SA,2022-04-07,6091.0,5036.0,196.0,9.0,5036.0
TAS,2022-04-07,2386.0,2087.0,38.0,1.0,2087.0
NT,2022-04-07,467.0,413.0,18.0,1.0,413.0
VIC,2022-04-08,11192.0,10833.0,315.0,15.0,10833.0
AUS,2022-04-08,57850.0,55921.0,,,
NSW,2022-04-08,20396.0,19822.0,1408.0,50.0,19822.0
ACT,2022-04-08,1200.0,947.0,45.0,3.0,947.0
TAS,2022-04-08,1899.0,2060.0,40.0,1.0,2060.0
NT,2022-04-08,512.0,425.0,19.0,1.0,425.0
WA,2022-04-08,6893.0,7411.0,238.0,7.0,7411.0
QLD,2022-04-08,10092.0,9311.0,450.0,15.0,9311.0
SA,2022-04-08,5666.0,5112.0,201.0,10.0,5112.0
NT,2022-04-09,449.0,432.0,20.0,1.0,432.0
QLD,2022-04-09,8687.0,9204.0,458.0,15.0,9204.0
SA,2022-04-09,4777.0,5154.0,203.0,11.0,5154.0
TAS,2022-04-09,1804.0,2055.0,40.0,1.0,2055.0
AUS,2022-04-09,50449.0,55367.0,,,
VIC,2022-04-09,9610.0,10899.0,324.0,15.0,10899.0
NSW,2022-04-09,17597.0,19423.0,1428.0,50.0,19423.0
WA,2022-04-09,6566.0,7232.0,241.0,7.0,7232.0
ACT,2022-04-09,959.0,968.0,48.0,3.0,968.0
NSW,2022-04-10,15683.0,19262.0,1447.0,51.0,19262.0
QLD,2022-04-10,2971.0,8417.0,470.0,15.0,8417.0
AUS,2022-04-10,40315.0,54337.0,,,
VIC,2022-04-10,9510.0,10971.0,331.0,15.0,10971.0
ACT,2022-04-10,795.0,979.0,51.0,4.0,979.0
SA,2022-04-10,4222.0,5172.0,208.0,11.0,5172.0
NT,2022-04-10,371.0,442.0,23.0,1.0,442.0
WA,2022-04-10,5351.0,7076.0,243.0,8.0,7076.0
